Imagen,Varianza,Media,Desviación estándar,Entropía,Contraste,Homogeneidad,Disimilitud,Energía,Correlación,Media GLCM,Desviación GLCM,Entropía GLCM,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Distancia con la imagen original
binary.png,10048.154808170793,48.70853350882966,100.2404848759761,-1107333000.0,4656.929669668659,0.9283835747290522,18.26246929281827,0.7901394346169891,0.7683714070110429,1.52587890625e-05,0.003086444448440604,0.7266775413818718,0.0027253114564957754,1.7584817347159948e-07,2.9734659133178624e-10,1.0855587199642877e-09,-2.6196276565881474e-19,-4.189658021214642e-13,-5.583548231250945e-19,0.0
binary_resized.png,8425.979593337008,48.677172222222225,91.79313478325602,-280654940.0,4973.441171396772,0.7511030915665449,28.918127434613243,0.6620184618131384,0.7051441051932431,1.5258789062500003e-05,0.002585964598707295,2.873892840322504,0.002827758848760714,6.596811110668862e-07,5.967143347923078e-12,1.6422656991927098e-09,-7.374354239132337e-20,6.273806340614783e-13,-1.44885693063254e-19,0.00010244853477035459
blur.png,1409.3266016920957,93.79358244061766,37.54099894371613,-1782740400.0,10.13382367253869,0.3766008146206791,2.275955206481786,0.033752293206023826,0.9942379850410766,1.5258789062499998e-05,0.0001309589469357286,7.2057381296671315,0.002950204042620627,3.264041377749655e-07,6.124553417960247e-10,2.533311612377303e-09,-2.8668329113793568e-18,-9.20300278745421e-13,-1.3185365802061468e-18,0.0002248926365251151
dilated.png,708.1105133133984,121.55946034879895,26.610345982594787,-2407687700.0,22.65390326057765,0.6208041529611421,2.3510662353086675,0.06660948507648762,0.9839987876303077,1.5258789062499997e-05,0.00025974549713761956,6.6822180756828375,0.0011640138554651304,2.517715623836893e-08,2.3852210146140432e-11,3.9326255271847995e-11,1.1125169159329443e-21,1.106794070225391e-15,-4.615215010310131e-22,0.001561297608301176
edges.png,12128.402439068928,63.25167269935286,110.12902632398476,-1437954700.0,13811.240584777435,0.7876043338852545,54.16172778344092,0.6779454550240084,0.4307250999222556,1.52587890625e-05,0.0026481804735584017,1.035829490776608,0.002487874447475312,5.094486002313336e-07,1.717837848386484e-10,4.8218893501936534e-11,4.056337626131677e-21,3.159994774972431e-14,1.6748528057960451e-21,0.00023743724337795056
emboss.png,4602.072580188565,104.15127929508976,67.83857737444502,-2098225400.0,1215.186637463896,0.14407162362294582,24.165336174578513,0.08903173196437832,0.867997597782109,1.52587890625e-05,0.0003474453035302493,9.46392156938061,0.001717191430332499,1.6331119450289925e-07,4.049471126809131e-11,2.395375242074171e-11,4.9192640028403905e-22,1.2445599667581018e-15,-5.608719723550967e-22,0.0010081200262418229
gaussian_blur.png,1484.042210380642,93.79582879358463,38.5232684280636,-1785130600.0,19.10580979512447,0.3002134799197726,3.1336421919055253,0.028488527554893877,0.9900020739203865,1.5258789062499997e-05,0.0001102322303609209,7.550734994017403,0.002816063034778894,2.461928410727494e-07,4.754561402704392e-10,1.777183620576652e-09,-1.272344745430971e-18,-6.601086063808014e-13,-1.0246392610974435e-18,9.075160554920946e-05
gradient.png,601.3626215201939,47.49528207378158,24.522696049174403,-777455300.0,50.86373585201133,0.38281183507234084,4.408721461621603,0.03704033659740746,0.957708480994016,1.52587890625e-05,0.000143881974181287,7.494131701198908,0.17469058939232335,0.0016538558247839986,0.0012323122064773352,0.00028354040156251576,1.2012038817432883e-07,2.4915180001039253e-06,1.1688451099242446e-07,0.17197787784023946
gray_scale.png,1120.924190028791,99.35196884940221,33.48020594364364,-1901907600.0,71.96046137060321,0.1837046760174601,6.039070292278951,0.02002468928272806,0.9679012882062009,1.5258789062499998e-05,7.671872929600743e-05,8.27444567448062,0.0025738049750919888,1.50643339919605e-07,2.736000663158885e-10,8.396251251557362e-10,-1.4014892590771182e-19,-3.1311904547996064e-13,-3.7723350580594083e-19,0.00015150648350054408
morph_close.png,879.6878900880231,108.91446674710248,29.659532870360973,-2115230800.0,21.79231224621068,0.6224296604149511,2.2979597332527404,0.06083816185476816,0.9876128701243948,1.52587890625e-05,0.00023715870152094234,6.785030268643166,0.0017528677349385267,4.042125346724124e-08,9.58558747995641e-11,2.5639496971566245e-10,8.930817426813047e-21,-4.884971457331644e-14,-3.91904365705534e-20,0.0009724437309877064
morph_open.png,1020.2667921462319,90.19998245036744,31.9416153653229,-1693445200.0,28.80574620372518,0.6078502724442031,2.6354749267674418,0.05632990358571687,0.9858829607313365,1.52587890625e-05,0.00021950898077503447,6.95689994884983,0.005202557012771809,2.412889684501145e-06,5.01327543194767e-09,3.0447992137693914e-08,-2.9372604132724064e-16,1.0423640708760999e-12,2.35028519579395e-16,0.0024772465665186556
original.png,1647.1807159537498,93.79456716999988,40.5854741989514,-1790644400.0,71.96046137060321,0.1837046760174601,6.039070292278951,0.02002468928272806,0.9679012882062009,1.5258789062499998e-05,7.671872929600743e-05,8.27444567448062,0.0025738049750919888,1.50643339919605e-07,2.736000663158885e-10,8.396251251557362e-10,-1.4014892590771182e-19,-3.1311904547996064e-13,-3.7723350580594083e-19,0.00015150648350054408
resize.png,1602.2008099440309,93.65940648148148,40.02750067071426,-470166750.0,175.52087367835276,0.11962047698501041,9.52971619365609,0.016289247993480614,0.9183964367692116,1.5258789062500003e-05,6.177321705740211e-05,8.668989429420442,0.0027346765465053563,6.048441832607835e-07,9.22974484581572e-12,1.5039814456545023e-09,-1.2190923815983276e-19,5.42737306847743e-13,-1.2859717197505364e-19,9.374910598083367e-06
RGB.png,1647.1807159537498,93.79456716999988,40.5854741989514,-1790644600.0,71.53731439397544,0.18478452109980198,6.01997091919209,0.020118486930195,0.9671235928140116,1.52587890625e-05,7.709226864475472e-05,8.247053678510689,0.0055831718044053544,1.8670325607189453e-06,3.313696128524816e-10,2.345946175116079e-08,-4.9810813384952044e-17,-7.687821113494186e-12,4.2392679703331916e-17,0.002857860848389768
rotate.png,2273.061884211723,84.18539651201053,47.676638767972335,-1606773200.0,60.32796111631079,0.2658765330502296,5.26637405353825,0.10687047649853186,0.9841543974539272,1.52587890625e-05,0.00041718384167770627,7.691164995101027,0.0025419750399671495,3.182074296369178e-08,3.503312725269741e-10,1.1022806383720453e-09,-4.893675160138952e-20,-1.9323762091300925e-13,-6.832294116882293e-19,0.0001833364731019489
segmentation_by_color.png,1703.9418990986348,93.39268277820433,41.2788311256343,-1785144700.0,81.8448347904228,0.19912480098299642,6.1210044074913466,0.031854091537285564,0.9656068413824792,1.5258789062499998e-05,0.0001234909125071623,8.130604441976507,0.002577730637392699,1.501821184111232e-07,2.752599644838854e-10,8.426283137202997e-10,-1.4740577303546503e-19,-3.1262383719174227e-13,-3.7809450826540225e-19,0.0001475808213350939
segmentation_by_color_range.png,1703.9338534785647,93.39273688957138,41.278733670966275,-1785145500.0,81.84952987002913,0.1991218757180585,6.121121491770806,0.031851813909769516,0.9656046014457482,1.5258789062499998e-05,0.00012348194785937285,8.130622665731266,0.002577730637392699,1.501821184111232e-07,2.752599644838854e-10,8.426283137202997e-10,-1.4740577303546503e-19,-3.1262383719174227e-13,-3.7809450826540225e-19,0.0001475808213350939
segmentation_kmeans.png,1318.4168987204741,93.53552264999452,36.31001099862783,-1773991400.0,208.68894219475945,0.9439309666322516,3.421130199914089,0.7142766517975431,0.8716229603577761,1.52587890625e-05,0.002790101446991467,0.840643806227196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002725311462169227
segmentation_region_growing.png,12626.23706383213,187.749588680487,112.3665299981811,-4268273400.0,3886.833726419409,0.9402264674680989,15.24248520164474,0.7453294411930105,0.8460542441804426,1.52587890625e-05,0.0029114031439499938,0.7950809842701186,0.0009122690841878508,6.674905435652289e-08,7.361008066798296e-12,3.9984450708127065e-12,1.8482558198210557e-23,5.313554688568234e-16,-1.1355631714923494e-23,0.0018130423755907692
segmentation_umbral.png,9755.322129200946,46.87166831194472,98.7690342627736,-1065573950.0,4579.463271027423,0.9295748889516898,17.958679494225187,0.7964609292938601,0.7653896347199104,1.52587890625e-05,0.003111138086393022,0.712215775407931,0.0028134880677255347,1.9311896532320514e-07,3.092536153532883e-10,1.2549077465622862e-09,-3.6629570423430544e-19,-4.924574194626208e-13,-6.90637960318608e-19,8.817661292130227e-05
segmentation_watershed_contours.png,2844.124071366059,92.36458508524977,53.330329751146856,-1790275700.0,160.4750592190332,0.21204565020910063,7.517170775471136,0.046999564108589485,0.9296271836983502,1.52587890625e-05,0.00018295685061743282,8.035195457784305,0.002658172341487916,1.6738784949368225e-07,3.2924689959840125e-10,9.3874233992239e-10,-2.3193296322963914e-19,-3.587128321140924e-13,-4.675234007809016e-19,6.713911554107811e-05
sharpen.png,4406.635990320204,99.52237968142542,66.38249762038338,-1991788000.0,2286.610335468414,0.09003143235098778,32.44170776202914,0.045737469072388064,0.7172816920192898,1.5258789062499998e-05,0.00017800920064422137,10.062037578659314,0.0016631038632075905,1.2817608481958004e-07,3.9204590040931467e-11,2.689054887352376e-11,7.553158686161783e-22,2.8508443660312325e-15,-4.379674500881916e-22,0.0010622075943585105
